#2024-07-16 13:07:55.918548, Temp:  27.5°C, Humi: 52.9 %
Sourced_voltage,Channel_Current
-1.5,+7.767280E-04
-1.5,+7.767430E-04
-1.5,+7.767430E-04
-1.5,+7.767270E-04
-1.5,+7.767260E-04
-1.5,+7.767350E-04
-1.5,+7.767340E-04
-1.5,+7.767280E-04
-1.5,+7.767320E-04
-1.5,+7.767340E-04
-1.4,+6.933650E-04
-1.4,+6.933640E-04
-1.4,+6.933560E-04
-1.4,+6.933510E-04
-1.4,+6.933470E-04
-1.4,+6.933650E-04
-1.4,+6.933580E-04
-1.4,+6.933580E-04
-1.4,+6.933680E-04
-1.4,+6.933560E-04
-1.3,+6.103860E-04
-1.3,+6.103730E-04
-1.3,+6.103920E-04
-1.3,+6.103750E-04
-1.3,+6.103880E-04
-1.3,+6.103940E-04
-1.3,+6.103810E-04
-1.3,+6.103710E-04
-1.3,+6.104000E-04
-1.3,+6.103940E-04
-1.2,+5.279430E-04
-1.2,+5.279390E-04
-1.2,+5.279530E-04
-1.2,+5.279460E-04
-1.2,+5.279530E-04
-1.2,+5.279360E-04
-1.2,+5.279400E-04
-1.2,+5.279430E-04
-1.2,+5.279400E-04
-1.2,+5.279370E-04
-1.1,+4.462000E-04
-1.1,+4.462070E-04
-1.1,+4.461920E-04
-1.1,+4.462040E-04
-1.1,+4.462130E-04
-1.1,+4.462000E-04
-1.1,+4.461960E-04
-1.1,+4.461950E-04
-1.1,+4.462120E-04
-1.1,+4.461990E-04
-1.0,+3.653950E-04
-1.0,+3.653940E-04
-1.0,+3.653910E-04
-1.0,+3.654030E-04
-1.0,+3.654070E-04
-1.0,+3.653960E-04
-1.0,+3.653960E-04
-1.0,+3.653980E-04
-1.0,+3.653930E-04
-1.0,+3.653940E-04
-0.8999999999999999,+2.859370E-04
-0.8999999999999999,+2.859320E-04
-0.8999999999999999,+2.859360E-04
-0.8999999999999999,+2.859260E-04
-0.8999999999999999,+2.859290E-04
-0.8999999999999999,+2.859310E-04
-0.8999999999999999,+2.859410E-04
-0.8999999999999999,+2.859210E-04
-0.8999999999999999,+2.859370E-04
-0.8999999999999999,+2.859220E-04
-0.7999999999999999,+2.085720E-04
-0.7999999999999999,+2.085840E-04
-0.7999999999999999,+2.085670E-04
-0.7999999999999999,+2.085750E-04
-0.7999999999999999,+2.085710E-04
-0.7999999999999999,+2.085770E-04
-0.7999999999999999,+2.085690E-04
-0.7999999999999999,+2.085780E-04
-0.7999999999999999,+2.085730E-04
-0.7999999999999999,+2.085760E-04
-0.7,+1.348420E-04
-0.7,+1.348420E-04
-0.7,+1.348330E-04
-0.7,+1.348430E-04
-0.7,+1.348380E-04
-0.7,+1.348330E-04
-0.7,+1.348420E-04
-0.7,+1.348280E-04
-0.7,+1.348420E-04
-0.7,+1.348310E-04
-0.6,+6.826280E-05
-0.6,+6.836080E-05
-0.6,+6.834860E-05
-0.6,+6.835040E-05
-0.6,+6.834970E-05
-0.6,+6.834470E-05
-0.6,+6.834150E-05
-0.6,+6.835070E-05
-0.6,+6.834570E-05
-0.6,+6.835190E-05
-0.5,+1.930550E-05
-0.5,+1.931790E-05
-0.5,+1.930850E-05
-0.5,+1.931240E-05
-0.5,+1.931380E-05
-0.5,+1.931410E-05
-0.5,+1.931760E-05
-0.5,+1.931380E-05
-0.5,+1.930960E-05
-0.5,+1.931470E-05
-0.3999999999999999,+1.984770E-06
-0.3999999999999999,+1.986090E-06
-0.3999999999999999,+1.985540E-06
-0.3999999999999999,+1.984740E-06
-0.3999999999999999,+1.985430E-06
-0.3999999999999999,+1.984560E-06
-0.3999999999999999,+1.984240E-06
-0.3999999999999999,+1.985780E-06
-0.3999999999999999,+1.985180E-06
-0.3999999999999999,+1.985230E-06
-0.2999999999999998,+1.478670E-07
-0.2999999999999998,+1.476040E-07
-0.2999999999999998,+1.476890E-07
-0.2999999999999998,+1.476420E-07
-0.2999999999999998,+1.476770E-07
-0.2999999999999998,+1.476610E-07
-0.2999999999999998,+1.476190E-07
-0.2999999999999998,+1.477140E-07
-0.2999999999999998,+1.477080E-07
-0.2999999999999998,+1.476750E-07
-0.19999999999999996,+1.179800E-08
-0.19999999999999996,+1.167300E-08
-0.19999999999999996,+1.165500E-08
-0.19999999999999996,+1.174900E-08
-0.19999999999999996,+1.160400E-08
-0.19999999999999996,+1.179200E-08
-0.19999999999999996,+1.161100E-08
-0.19999999999999996,+1.173600E-08
-0.19999999999999996,+1.165000E-08
-0.19999999999999996,+1.167500E-08
-0.09999999999999987,+8.670000E-10
-0.09999999999999987,+7.580000E-10
-0.09999999999999987,+7.860000E-10
-0.09999999999999987,+8.860000E-10
-0.09999999999999987,+7.480000E-10
-0.09999999999999987,+9.060000E-10
-0.09999999999999987,+7.300000E-10
-0.09999999999999987,+8.980000E-10
-0.09999999999999987,+7.620000E-10
-0.09999999999999987,+8.840000E-10
