#2024-07-15 19:54:55.435217, Temp:  27.3°C, Humi: 56.9 %
Sourced_voltage,Channel_Current
-1.5,+7.771900E-04
-1.5,+7.771890E-04
-1.5,+7.771790E-04
-1.5,+7.771720E-04
-1.5,+7.771880E-04
-1.5,+7.771900E-04
-1.5,+7.771760E-04
-1.5,+7.771710E-04
-1.5,+7.771500E-04
-1.5,+7.771620E-04
-1.4,+6.937530E-04
-1.4,+6.937390E-04
-1.4,+6.937320E-04
-1.4,+6.937260E-04
-1.4,+6.937280E-04
-1.4,+6.937310E-04
-1.4,+6.937350E-04
-1.4,+6.937370E-04
-1.4,+6.937160E-04
-1.4,+6.937380E-04
-1.3,+6.106840E-04
-1.3,+6.106990E-04
-1.3,+6.106950E-04
-1.3,+6.107060E-04
-1.3,+6.106910E-04
-1.3,+6.107080E-04
-1.3,+6.107030E-04
-1.3,+6.106990E-04
-1.3,+6.106900E-04
-1.3,+6.107050E-04
-1.2,+5.281970E-04
-1.2,+5.282050E-04
-1.2,+5.281860E-04
-1.2,+5.281990E-04
-1.2,+5.281930E-04
-1.2,+5.281900E-04
-1.2,+5.281840E-04
-1.2,+5.282030E-04
-1.2,+5.281850E-04
-1.2,+5.281930E-04
-1.1,+4.463570E-04
-1.1,+4.463820E-04
-1.1,+4.463630E-04
-1.1,+4.463640E-04
-1.1,+4.463570E-04
-1.1,+4.463830E-04
-1.1,+4.463540E-04
-1.1,+4.463630E-04
-1.1,+4.463660E-04
-1.1,+4.463620E-04
-1.0,+3.654300E-04
-1.0,+3.654400E-04
-1.0,+3.654220E-04
-1.0,+3.654420E-04
-1.0,+3.654300E-04
-1.0,+3.654390E-04
-1.0,+3.654300E-04
-1.0,+3.654330E-04
-1.0,+3.654400E-04
-1.0,+3.654250E-04
-0.8999999999999999,+2.858040E-04
-0.8999999999999999,+2.857910E-04
-0.8999999999999999,+2.858110E-04
-0.8999999999999999,+2.858120E-04
-0.8999999999999999,+2.858110E-04
-0.8999999999999999,+2.858070E-04
-0.8999999999999999,+2.858050E-04
-0.8999999999999999,+2.858110E-04
-0.8999999999999999,+2.858060E-04
-0.8999999999999999,+2.858110E-04
-0.7999999999999999,+2.082080E-04
-0.7999999999999999,+2.082050E-04
-0.7999999999999999,+2.082090E-04
-0.7999999999999999,+2.082150E-04
-0.7999999999999999,+2.082090E-04
-0.7999999999999999,+2.082120E-04
-0.7999999999999999,+2.082100E-04
-0.7999999999999999,+2.082030E-04
-0.7999999999999999,+2.082100E-04
-0.7999999999999999,+2.082160E-04
-0.7,+1.341210E-04
-0.7,+1.341260E-04
-0.7,+1.341270E-04
-0.7,+1.341220E-04
-0.7,+1.341260E-04
-0.7,+1.341330E-04
-0.7,+1.341310E-04
-0.7,+1.341260E-04
-0.7,+1.341280E-04
-0.7,+1.341290E-04
-0.6,+6.706800E-05
-0.6,+6.714410E-05
-0.6,+6.714970E-05
-0.6,+6.714050E-05
-0.6,+6.715600E-05
-0.6,+6.714100E-05
-0.6,+6.714920E-05
-0.6,+6.714160E-05
-0.6,+6.714200E-05
-0.6,+6.714830E-05
-0.5,+1.784590E-05
-0.5,+1.783910E-05
-0.5,+1.784820E-05
-0.5,+1.784360E-05
-0.5,+1.785080E-05
-0.5,+1.783880E-05
-0.5,+1.784760E-05
-0.5,+1.784480E-05
-0.5,+1.784200E-05
-0.5,+1.784120E-05
-0.3999999999999999,+1.479150E-06
-0.3999999999999999,+1.479630E-06
-0.3999999999999999,+1.479830E-06
-0.3999999999999999,+1.479100E-06
-0.3999999999999999,+1.479000E-06
-0.3999999999999999,+1.479020E-06
-0.3999999999999999,+1.479540E-06
-0.3999999999999999,+1.479430E-06
-0.3999999999999999,+1.480000E-06
-0.3999999999999999,+1.480380E-06
-0.2999999999999998,+9.100500E-08
-0.2999999999999998,+9.110700E-08
-0.2999999999999998,+9.096900E-08
-0.2999999999999998,+9.107600E-08
-0.2999999999999998,+9.092600E-08
-0.2999999999999998,+9.117100E-08
-0.2999999999999998,+9.094600E-08
-0.2999999999999998,+9.112400E-08
-0.2999999999999998,+9.101000E-08
-0.2999999999999998,+9.111400E-08
-0.19999999999999996,+7.140000E-09
-0.19999999999999996,+6.946000E-09
-0.19999999999999996,+7.117000E-09
-0.19999999999999996,+6.981000E-09
-0.19999999999999996,+7.163000E-09
-0.19999999999999996,+6.930000E-09
-0.19999999999999996,+7.148000E-09
-0.19999999999999996,+6.941000E-09
-0.19999999999999996,+7.088000E-09
-0.19999999999999996,+6.979000E-09
-0.09999999999999987,+4.450000E-10
-0.09999999999999987,+6.120000E-10
-0.09999999999999987,+4.180000E-10
-0.09999999999999987,+5.980000E-10
-0.09999999999999987,+3.970000E-10
-0.09999999999999987,+6.210000E-10
-0.09999999999999987,+4.100000E-10
-0.09999999999999987,+6.430000E-10
-0.09999999999999987,+4.850000E-10
-0.09999999999999987,+5.690000E-10
0.0,+9.200000E-11
0.0,-1.090000E-10
0.0,+6.800000E-11
0.0,-1.620000E-10
0.0,+1.340000E-10
0.0,-1.750000E-10
0.0,+5.600000E-11
0.0,-1.320000E-10
0.0,-2.800000E-11
0.0,-8.000000E-12
0.0,+7.200000E-11
0.0,-1.150000E-10
0.0,-1.900000E-11
0.0,+1.150000E-10
0.0,-5.100000E-11
0.0,+8.900000E-11
0.0,+4.100000E-11
0.0,-8.300000E-11
0.0,+1.000000E-10
0.0,-1.130000E-10
2.0,-6.710000E-10
2.0,-4.890000E-10
2.0,-5.330000E-10
2.0,-7.120000E-10
2.0,-4.350000E-10
2.0,-7.020000E-10
2.0,-4.430000E-10
2.0,-6.860000E-10
2.0,-4.700000E-10
2.0,-4.780000E-10
4.0,-8.340000E-10
4.0,-1.026000E-09
4.0,-8.440000E-10
4.0,-1.026000E-09
4.0,-8.020000E-10
4.0,-1.033000E-09
4.0,-8.450000E-10
4.0,-8.150000E-10
4.0,-1.056000E-09
4.0,-8.850000E-10
6.0,-1.355000E-09
6.0,-1.075000E-09
6.0,-1.359000E-09
6.0,-1.070000E-09
6.0,-1.324000E-09
6.0,-1.222000E-09
6.0,-1.133000E-09
6.0,-1.327000E-09
6.0,-1.165000E-09
6.0,-1.283000E-09
8.0,-1.399000E-09
8.0,-1.659000E-09
8.0,-1.407000E-09
8.0,-1.529000E-09
8.0,-1.665000E-09
8.0,-1.459000E-09
8.0,-1.428000E-09
8.0,-1.652000E-09
8.0,-1.546000E-09
8.0,-1.386000E-09
10.0,-1.885000E-09
10.0,-1.735000E-09
10.0,-1.972000E-09
10.0,-1.802000E-09
10.0,-1.688000E-09
10.0,-1.918000E-09
10.0,-1.906000E-09
10.0,-1.666000E-09
10.0,-1.925000E-09
10.0,-1.854000E-09
12.0,-2.101000E-09
12.0,-2.087000E-09
12.0,-2.196000E-09
12.0,-2.118000E-09
12.0,-2.161000E-09
12.0,-2.126000E-09
12.0,-1.947000E-09
12.0,-2.120000E-09
12.0,-2.246000E-09
12.0,-2.009000E-09
14.0,-2.488000E-09
14.0,-2.313000E-09
14.0,-2.474000E-09
14.0,-2.322000E-09
14.0,-2.510000E-09
14.0,-2.295000E-09
