#2024-07-16 14:42:54.400831, Temp:  27.5°C, Humi: 50.4 %
Sourced_voltage,Channel_Current
-1.5,+7.616550E-04
-1.5,+7.616450E-04
-1.5,+7.616690E-04
-1.5,+7.616690E-04
-1.5,+7.616680E-04
-1.5,+7.616680E-04
-1.5,+7.616770E-04
-1.5,+7.616710E-04
-1.5,+7.616740E-04
-1.5,+7.616690E-04
-1.4,+6.806660E-04
-1.4,+6.806840E-04
-1.4,+6.806820E-04
-1.4,+6.806630E-04
-1.4,+6.806670E-04
-1.4,+6.806710E-04
-1.4,+6.806680E-04
-1.4,+6.806690E-04
-1.4,+6.806750E-04
-1.4,+6.806760E-04
-1.3,+5.999770E-04
-1.3,+5.999960E-04
-1.3,+5.999830E-04
-1.3,+5.999870E-04
-1.3,+5.999910E-04
-1.3,+5.999850E-04
-1.3,+5.999770E-04
-1.3,+5.999940E-04
-1.3,+5.999910E-04
-1.3,+5.999780E-04
-1.2,+5.197190E-04
-1.2,+5.197230E-04
-1.2,+5.197240E-04
-1.2,+5.197340E-04
-1.2,+5.197300E-04
-1.2,+5.197210E-04
-1.2,+5.197260E-04
-1.2,+5.197400E-04
-1.2,+5.197230E-04
-1.2,+5.197240E-04
-1.1,+4.400210E-04
-1.1,+4.400270E-04
-1.1,+4.400120E-04
-1.1,+4.400210E-04
-1.1,+4.400200E-04
-1.1,+4.400110E-04
-1.1,+4.400090E-04
-1.1,+4.400210E-04
-1.1,+4.400180E-04
-1.1,+4.400180E-04
-1.0,+3.610530E-04
-1.0,+3.610600E-04
-1.0,+3.610440E-04
-1.0,+3.610420E-04
-1.0,+3.610490E-04
-1.0,+3.610500E-04
-1.0,+3.610510E-04
-1.0,+3.610450E-04
-1.0,+3.610490E-04
-1.0,+3.610560E-04
-0.8999999999999999,+2.831550E-04
-0.8999999999999999,+2.831680E-04
-0.8999999999999999,+2.831590E-04
-0.8999999999999999,+2.831600E-04
-0.8999999999999999,+2.831630E-04
-0.8999999999999999,+2.831680E-04
-0.8999999999999999,+2.831510E-04
-0.8999999999999999,+2.831660E-04
-0.8999999999999999,+2.831640E-04
-0.8999999999999999,+2.831660E-04
-0.7999999999999999,+2.069550E-04
-0.7999999999999999,+2.069660E-04
-0.7999999999999999,+2.069580E-04
-0.7999999999999999,+2.069620E-04
-0.7999999999999999,+2.069560E-04
-0.7999999999999999,+2.069650E-04
-0.7999999999999999,+2.069630E-04
-0.7999999999999999,+2.069690E-04
-0.7999999999999999,+2.069690E-04
-0.7999999999999999,+2.069510E-04
-0.7,+1.337110E-04
-0.7,+1.337260E-04
-0.7,+1.337170E-04
-0.7,+1.337130E-04
-0.7,+1.337280E-04
-0.7,+1.337100E-04
-0.7,+1.337180E-04
-0.7,+1.337150E-04
-0.7,+1.337090E-04
-0.7,+1.337230E-04
-0.6,+6.661770E-05
-0.6,+6.669800E-05
-0.6,+6.670110E-05
-0.6,+6.670470E-05
-0.6,+6.669250E-05
-0.6,+6.670480E-05
-0.6,+6.669880E-05
-0.6,+6.670240E-05
-0.6,+6.669610E-05
-0.6,+6.669160E-05
-0.5,+1.670810E-05
-0.5,+1.671520E-05
-0.5,+1.671350E-05
-0.5,+1.671010E-05
-0.5,+1.671400E-05
-0.5,+1.671060E-05
-0.5,+1.670920E-05
-0.5,+1.671230E-05
-0.5,+1.671190E-05
-0.5,+1.671390E-05
-0.3999999999999999,+1.262740E-06
-0.3999999999999999,+1.262830E-06
-0.3999999999999999,+1.263050E-06
-0.3999999999999999,+1.262370E-06
-0.3999999999999999,+1.262670E-06
-0.3999999999999999,+1.262610E-06
-0.3999999999999999,+1.262330E-06
-0.3999999999999999,+1.262310E-06
-0.3999999999999999,+1.262730E-06
-0.3999999999999999,+1.261970E-06
-0.2999999999999998,+7.464700E-08
-0.2999999999999998,+7.365100E-08
-0.2999999999999998,+7.362500E-08
-0.2999999999999998,+7.353900E-08
-0.2999999999999998,+7.372800E-08
-0.2999999999999998,+7.356100E-08
-0.2999999999999998,+7.378400E-08
-0.2999999999999998,+7.357200E-08
-0.2999999999999998,+7.378300E-08
-0.2999999999999998,+7.361900E-08
-0.19999999999999996,+4.216000E-09
-0.19999999999999996,+4.096000E-09
-0.19999999999999996,+4.129000E-09
-0.19999999999999996,+4.195000E-09
-0.19999999999999996,+4.048000E-09
-0.19999999999999996,+4.236000E-09
-0.19999999999999996,+3.978000E-09
-0.19999999999999996,+4.235000E-09
-0.19999999999999996,+4.014000E-09
-0.19999999999999996,+4.119000E-09
-0.09999999999999987,+5.160000E-10
-0.09999999999999987,+2.770000E-10
-0.09999999999999987,+4.960000E-10
-0.09999999999999987,+3.030000E-10
-0.09999999999999987,+3.470000E-10
-0.09999999999999987,+4.520000E-10
-0.09999999999999987,+2.940000E-10
-0.09999999999999987,+5.610000E-10
-0.09999999999999987,+2.600000E-10
-0.09999999999999987,+5.270000E-10
0.0,+1.540000E-10
0.0,+2.250000E-10
0.0,+5.700000E-11
0.0,+2.350000E-10
0.0,+1.650000E-10
0.0,+1.730000E-10
0.0,+2.760000E-10
0.0,+1.900000E-11
0.0,+3.170000E-10
0.0,+8.500000E-11
0.0,+2.850000E-10
0.0,+8.400000E-11
0.0,+2.940000E-10
0.0,+4.000000E-11
0.0,+2.850000E-10
0.0,+6.200000E-11
