#2024-07-18 16:42:41.625141, Temp:  28.1°C, Humi: 47.9 %
Sourced_voltage,Channel_Current
-1.5,+7.654690E-04
-1.5,+7.654810E-04
-1.5,+7.654890E-04
-1.5,+7.654790E-04
-1.5,+7.654820E-04
-1.5,+7.654830E-04
-1.5,+7.655010E-04
-1.5,+7.654990E-04
-1.5,+7.655070E-04
-1.5,+7.654950E-04
-1.4,+6.843650E-04
-1.4,+6.843580E-04
-1.4,+6.843760E-04
-1.4,+6.843560E-04
-1.4,+6.843690E-04
-1.4,+6.843670E-04
-1.4,+6.843710E-04
-1.4,+6.843660E-04
-1.4,+6.843620E-04
-1.4,+6.843750E-04
-1.3,+6.035490E-04
-1.3,+6.035270E-04
-1.3,+6.035500E-04
-1.3,+6.035300E-04
-1.3,+6.035470E-04
-1.3,+6.035430E-04
-1.3,+6.035410E-04
-1.3,+6.035420E-04
-1.3,+6.035440E-04
-1.3,+6.035480E-04
-1.2,+5.231500E-04
-1.2,+5.231510E-04
-1.2,+5.231470E-04
-1.2,+5.231380E-04
-1.2,+5.231500E-04
-1.2,+5.231450E-04
-1.2,+5.231420E-04
-1.2,+5.231380E-04
-1.2,+5.231520E-04
-1.2,+5.231530E-04
-1.1,+4.432970E-04
-1.1,+4.432890E-04
-1.1,+4.432930E-04
-1.1,+4.432990E-04
-1.1,+4.432990E-04
-1.1,+4.432990E-04
-1.1,+4.432910E-04
-1.1,+4.432990E-04
-1.1,+4.432900E-04
-1.1,+4.432950E-04
-1.0,+3.641860E-04
-1.0,+3.641920E-04
-1.0,+3.641860E-04
-1.0,+3.641960E-04
-1.0,+3.641880E-04
-1.0,+3.641940E-04
-1.0,+3.641950E-04
-1.0,+3.641860E-04
-1.0,+3.641930E-04
-1.0,+3.641870E-04
-0.8999999999999999,+2.861450E-04
-0.8999999999999999,+2.861590E-04
-0.8999999999999999,+2.861450E-04
-0.8999999999999999,+2.861550E-04
-0.8999999999999999,+2.861640E-04
-0.8999999999999999,+2.861510E-04
-0.8999999999999999,+2.861470E-04
-0.8999999999999999,+2.861370E-04
-0.8999999999999999,+2.861540E-04
-0.8999999999999999,+2.861460E-04
-0.7999999999999999,+2.097810E-04
-0.7999999999999999,+2.097930E-04
-0.7999999999999999,+2.097970E-04
-0.7999999999999999,+2.098030E-04
-0.7999999999999999,+2.097820E-04
-0.7999999999999999,+2.097980E-04
-0.7999999999999999,+2.097950E-04
-0.7999999999999999,+2.097940E-04
-0.7999999999999999,+2.097850E-04
-0.7999999999999999,+2.098010E-04
-0.7,+1.363540E-04
-0.7,+1.363510E-04
-0.7,+1.363450E-04
-0.7,+1.363400E-04
-0.7,+1.363640E-04
-0.7,+1.363480E-04
-0.7,+1.363480E-04
-0.7,+1.363470E-04
-0.7,+1.363430E-04
-0.7,+1.363480E-04
-0.6,+6.890190E-05
-0.6,+6.898670E-05
-0.6,+6.898750E-05
-0.6,+6.899860E-05
-0.6,+6.899040E-05
-0.6,+6.899490E-05
-0.6,+6.898940E-05
-0.6,+6.899550E-05
-0.6,+6.898960E-05
-0.6,+6.898600E-05
-0.5,+1.805970E-05
-0.5,+1.805390E-05
-0.5,+1.806220E-05
-0.5,+1.806070E-05
-0.5,+1.805950E-05
-0.5,+1.806040E-05
-0.5,+1.805910E-05
-0.5,+1.806240E-05
-0.5,+1.805790E-05
-0.5,+1.806350E-05
-0.3999999999999999,+1.437220E-06
-0.3999999999999999,+1.437340E-06
-0.3999999999999999,+1.437050E-06
-0.3999999999999999,+1.437360E-06
-0.3999999999999999,+1.437550E-06
-0.3999999999999999,+1.437050E-06
-0.3999999999999999,+1.437640E-06
-0.3999999999999999,+1.436490E-06
-0.3999999999999999,+1.437610E-06
-0.3999999999999999,+1.436980E-06
-0.2999999999999998,+8.687100E-08
-0.2999999999999998,+8.635900E-08
-0.2999999999999998,+8.597700E-08
-0.2999999999999998,+8.617300E-08
-0.2999999999999998,+8.610700E-08
-0.2999999999999998,+8.604400E-08
-0.2999999999999998,+8.625000E-08
-0.2999999999999998,+8.605700E-08
-0.2999999999999998,+8.632800E-08
-0.2999999999999998,+8.605400E-08
-0.19999999999999996,+4.878000E-09
-0.19999999999999996,+4.570000E-09
-0.19999999999999996,+4.788000E-09
-0.19999999999999996,+4.690000E-09
-0.19999999999999996,+4.693000E-09
-0.19999999999999996,+4.741000E-09
-0.19999999999999996,+4.571000E-09
-0.19999999999999996,+4.824000E-09
-0.19999999999999996,+4.547000E-09
-0.19999999999999996,+4.676000E-09
-0.09999999999999987,+3.700000E-10
-0.09999999999999987,+8.300000E-11
-0.09999999999999987,+2.970000E-10
-0.09999999999999987,+5.900000E-11
-0.09999999999999987,+4.180000E-10
-0.09999999999999987,+8.700000E-11
-0.09999999999999987,+3.880000E-10
-0.09999999999999987,-1.200000E-11
-0.09999999999999987,+3.730000E-10
-0.09999999999999987,+1.270000E-10
0.0,+4.700000E-11
0.0,-7.900000E-11
0.0,+4.000000E-12
0.0,+3.400000E-11
0.0,-8.500000E-11
0.0,-6.300000E-11
0.0,-1.900000E-11
0.0,-8.900000E-11
0.0,-1.200000E-11
0.0,-1.030000E-10
0.0,+1.000000E-10
0.0,-1.140000E-10
0.0,+8.300000E-11
0.0,-1.490000E-10
0.0,+5.100000E-11
0.0,-2.040000E-10
0.0,+1.470000E-10
0.0,-1.210000E-10
0.0,+1.140000E-10
0.0,-1.170000E-10
2.0,-9.640000E-10
2.0,-5.240000E-10
2.0,-8.350000E-10
2.0,-5.840000E-10
2.0,-8.810000E-10
2.0,-4.840000E-10
2.0,-8.290000E-10
2.0,-5.100000E-10
2.0,-8.070000E-10
2.0,-4.550000E-10
4.0,-1.356000E-09
4.0,-1.594000E-09
4.0,-1.342000E-09
4.0,-1.563000E-09
4.0,-1.296000E-09
4.0,-1.576000E-09
4.0,-1.354000E-09
4.0,-1.436000E-09
