#2024-07-18 11:00:56.719049, Temp:  27.0°C, Humi: 52.6 %
Sourced_voltage,Channel_Current
-1.5,+7.792630E-04
-1.5,+7.792650E-04
-1.5,+7.792510E-04
-1.5,+7.792650E-04
-1.5,+7.792610E-04
-1.5,+7.792610E-04
-1.5,+7.792670E-04
-1.5,+7.792640E-04
-1.5,+7.792760E-04
-1.5,+7.792630E-04
-1.4,+6.956030E-04
-1.4,+6.955930E-04
-1.4,+6.956020E-04
-1.4,+6.956080E-04
-1.4,+6.955900E-04
-1.4,+6.956110E-04
-1.4,+6.955940E-04
-1.4,+6.956030E-04
-1.4,+6.956020E-04
-1.4,+6.955900E-04
-1.3,+6.123280E-04
-1.3,+6.123310E-04
-1.3,+6.123350E-04
-1.3,+6.123430E-04
-1.3,+6.123240E-04
-1.3,+6.123370E-04
-1.3,+6.123230E-04
-1.3,+6.123400E-04
-1.3,+6.123380E-04
-1.3,+6.123300E-04
-1.2,+5.296000E-04
-1.2,+5.296060E-04
-1.2,+5.295890E-04
-1.2,+5.295890E-04
-1.2,+5.295870E-04
-1.2,+5.295970E-04
-1.2,+5.296000E-04
-1.2,+5.295950E-04
-1.2,+5.295880E-04
-1.2,+5.295980E-04
-1.1,+4.475610E-04
-1.1,+4.475450E-04
-1.1,+4.475570E-04
-1.1,+4.475550E-04
-1.1,+4.475540E-04
-1.1,+4.475620E-04
-1.1,+4.475540E-04
-1.1,+4.475730E-04
-1.1,+4.475560E-04
-1.1,+4.475560E-04
-1.0,+3.664590E-04
-1.0,+3.664370E-04
-1.0,+3.664620E-04
-1.0,+3.664450E-04
-1.0,+3.664500E-04
-1.0,+3.664480E-04
-1.0,+3.664420E-04
-1.0,+3.664690E-04
-1.0,+3.664290E-04
-1.0,+3.664460E-04
-0.8999999999999999,+2.867020E-04
-0.8999999999999999,+2.866830E-04
-0.8999999999999999,+2.867080E-04
-0.8999999999999999,+2.866940E-04
-0.8999999999999999,+2.867060E-04
-0.8999999999999999,+2.866970E-04
-0.8999999999999999,+2.866860E-04
-0.8999999999999999,+2.867050E-04
-0.8999999999999999,+2.866770E-04
-0.8999999999999999,+2.867020E-04
-0.7999999999999999,+2.090550E-04
-0.7999999999999999,+2.090480E-04
-0.7999999999999999,+2.090560E-04
-0.7999999999999999,+2.090460E-04
-0.7999999999999999,+2.090430E-04
-0.7999999999999999,+2.090670E-04
-0.7999999999999999,+2.090580E-04
-0.7999999999999999,+2.090560E-04
-0.7999999999999999,+2.090410E-04
-0.7999999999999999,+2.090510E-04
-0.7,+1.350460E-04
-0.7,+1.350380E-04
-0.7,+1.350600E-04
-0.7,+1.350380E-04
-0.7,+1.350490E-04
-0.7,+1.350430E-04
-0.7,+1.350480E-04
-0.7,+1.350560E-04
-0.7,+1.350380E-04
-0.7,+1.350500E-04
-0.6,+6.827810E-05
-0.6,+6.835230E-05
-0.6,+6.834600E-05
-0.6,+6.835630E-05
-0.6,+6.833970E-05
-0.6,+6.836150E-05
-0.6,+6.834070E-05
-0.6,+6.836150E-05
-0.6,+6.835350E-05
-0.6,+6.835090E-05
-0.5,+1.928360E-05
-0.5,+1.928500E-05
-0.5,+1.928880E-05
-0.5,+1.928780E-05
-0.5,+1.929280E-05
-0.5,+1.928780E-05
-0.5,+1.928370E-05
-0.5,+1.928900E-05
-0.5,+1.928780E-05
-0.5,+1.929000E-05
-0.3999999999999999,+2.008990E-06
-0.3999999999999999,+2.008390E-06
-0.3999999999999999,+2.007820E-06
-0.3999999999999999,+2.009650E-06
-0.3999999999999999,+2.008160E-06
