#2024-07-16 14:51:26.152869, Temp:  27.5°C, Humi: 50.3 %
Sourced_voltage,Channel_Current
-1.5,+7.680810E-04
-1.5,+7.680880E-04
-1.5,+7.681020E-04
-1.5,+7.681030E-04
-1.5,+7.681150E-04
-1.5,+7.680980E-04
-1.5,+7.681070E-04
-1.5,+7.681070E-04
-1.5,+7.681200E-04
-1.5,+7.681030E-04
-1.4,+6.869090E-04
-1.4,+6.869380E-04
-1.4,+6.869250E-04
-1.4,+6.869360E-04
-1.4,+6.869310E-04
-1.4,+6.869310E-04
-1.4,+6.869320E-04
-1.4,+6.869290E-04
-1.4,+6.869190E-04
-1.4,+6.869360E-04
-1.3,+6.060660E-04
-1.3,+6.060760E-04
-1.3,+6.060670E-04
-1.3,+6.060760E-04
-1.3,+6.060640E-04
-1.3,+6.060740E-04
-1.3,+6.060620E-04
-1.3,+6.060710E-04
-1.3,+6.060810E-04
-1.3,+6.060650E-04
-1.2,+5.256420E-04
-1.2,+5.256460E-04
-1.2,+5.256490E-04
-1.2,+5.256310E-04
-1.2,+5.256510E-04
-1.2,+5.256450E-04
-1.2,+5.256480E-04
-1.2,+5.256360E-04
-1.2,+5.256350E-04
-1.2,+5.256390E-04
-1.1,+4.457690E-04
-1.1,+4.457730E-04
-1.1,+4.457670E-04
-1.1,+4.457730E-04
-1.1,+4.457760E-04
-1.1,+4.457710E-04
-1.1,+4.457690E-04
-1.1,+4.457770E-04
-1.1,+4.457660E-04
-1.1,+4.457800E-04
-1.0,+3.666570E-04
-1.0,+3.666520E-04
-1.0,+3.666620E-04
-1.0,+3.666610E-04
-1.0,+3.666460E-04
-1.0,+3.666650E-04
-1.0,+3.666450E-04
-1.0,+3.666550E-04
-1.0,+3.666420E-04
-1.0,+3.666450E-04
-0.8999999999999999,+2.886090E-04
-0.8999999999999999,+2.886200E-04
-0.8999999999999999,+2.886100E-04
-0.8999999999999999,+2.886240E-04
-0.8999999999999999,+2.886080E-04
-0.8999999999999999,+2.886190E-04
-0.8999999999999999,+2.886050E-04
-0.8999999999999999,+2.886020E-04
-0.8999999999999999,+2.886080E-04
-0.8999999999999999,+2.886160E-04
-0.7999999999999999,+2.122430E-04
-0.7999999999999999,+2.122500E-04
-0.7999999999999999,+2.122530E-04
-0.7999999999999999,+2.122370E-04
-0.7999999999999999,+2.122420E-04
-0.7999999999999999,+2.122340E-04
-0.7999999999999999,+2.122440E-04
-0.7999999999999999,+2.122380E-04
-0.7999999999999999,+2.122510E-04
-0.7999999999999999,+2.122460E-04
-0.7,+1.387860E-04
-0.7,+1.387750E-04
-0.7,+1.387780E-04
-0.7,+1.387690E-04
-0.7,+1.387870E-04
-0.7,+1.387820E-04
-0.7,+1.387780E-04
-0.7,+1.387700E-04
-0.7,+1.387820E-04
-0.7,+1.387670E-04
-0.6,+7.117330E-05
-0.6,+7.126500E-05
-0.6,+7.127390E-05
-0.6,+7.126960E-05
-0.6,+7.126310E-05
-0.6,+7.126400E-05
-0.6,+7.127480E-05
-0.6,+7.127190E-05
-0.6,+7.126780E-05
-0.6,+7.127240E-05
-0.5,+1.952470E-05
-0.5,+1.951710E-05
-0.5,+1.952140E-05
-0.5,+1.952290E-05
-0.5,+1.952450E-05
-0.5,+1.952570E-05
-0.5,+1.952440E-05
-0.5,+1.952750E-05
-0.5,+1.952550E-05
-0.5,+1.952300E-05
-0.3999999999999999,+1.634130E-06
-0.3999999999999999,+1.634090E-06
-0.3999999999999999,+1.634350E-06
-0.3999999999999999,+1.633030E-06
-0.3999999999999999,+1.634710E-06
-0.3999999999999999,+1.633990E-06
-0.3999999999999999,+1.634680E-06
-0.3999999999999999,+1.633580E-06
-0.3999999999999999,+1.634050E-06
-0.3999999999999999,+1.634610E-06
-0.2999999999999998,+9.983000E-08
-0.2999999999999998,+9.888900E-08
-0.2999999999999998,+9.882100E-08
-0.2999999999999998,+9.893500E-08
-0.2999999999999998,+9.875800E-08
-0.2999999999999998,+9.896300E-08
-0.2999999999999998,+9.877500E-08
-0.2999999999999998,+9.884600E-08
-0.2999999999999998,+9.877800E-08
-0.2999999999999998,+9.886900E-08
-0.19999999999999996,+5.334000E-09
-0.19999999999999996,+5.303000E-09
-0.19999999999999996,+5.345000E-09
-0.19999999999999996,+5.260000E-09
-0.19999999999999996,+5.378000E-09
-0.19999999999999996,+5.207000E-09
-0.19999999999999996,+5.398000E-09
-0.19999999999999996,+5.247000E-09
-0.19999999999999996,+5.377000E-09
-0.19999999999999996,+5.313000E-09
-0.09999999999999987,+1.730000E-10
-0.09999999999999987,+1.390000E-10
-0.09999999999999987,+2.340000E-10
-0.09999999999999987,+1.220000E-10
-0.09999999999999987,+1.010000E-10
-0.09999999999999987,+2.190000E-10
-0.09999999999999987,+6.800000E-11
-0.09999999999999987,+1.460000E-10
-0.09999999999999987,+3.260000E-10
-0.09999999999999987,+1.720000E-10
0.0,-7.800000E-11
0.0,-2.320000E-10
0.0,-7.000000E-11
0.0,-1.870000E-10
0.0,-4.800000E-11
0.0,-1.320000E-10
0.0,-2.050000E-10
0.0,-8.200000E-11
0.0,-1.850000E-10
0.0,-7.900000E-11
0.0,-3.900000E-11
0.0,-1.460000E-10
0.0,-2.900000E-11
0.0,-2.520000E-10
0.0,+1.500000E-11
0.0,-2.190000E-10
0.0,-1.800000E-11
0.0,-1.440000E-10
0.0,-1.700000E-10
0.0,-6.800000E-11
2.0,-1.201000E-09
2.0,-1.262000E-09
2.0,-1.191000E-09
2.0,-1.207000E-09
2.0,-1.126000E-09
2.0,-1.198000E-09
2.0,-1.043000E-09
2.0,-1.147000E-09
2.0,-1.065000E-09
2.0,-1.078000E-09
4.0,-2.386000E-09
4.0,-2.341000E-09
4.0,-2.193000E-09
4.0,-2.366000E-09
4.0,-2.157000E-09
4.0,-2.336000E-09
4.0,-2.165000E-09
4.0,-2.123000E-09
4.0,-2.241000E-09
4.0,-2.137000E-09
6.0,-3.264000E-09
6.0,-3.413000E-09
6.0,-3.256000E-09
6.0,-3.193000E-09
6.0,-3.322000E-09
6.0,-3.135000E-09
6.0,-3.239000E-09
6.0,-3.142000E-09
6.0,-3.093000E-09
6.0,-3.229000E-09
8.0,-4.429000E-09
8.0,-4.166000E-09
8.0,-4.346000E-09
8.0,-4.091000E-09
8.0,-4.279000E-09
8.0,-4.039000E-09
8.0,-4.222000E-09
8.0,-4.036000E-09
8.0,-4.125000E-09
8.0,-4.083000E-09
10.0,-5.142000E-09
10.0,-5.035000E-09
10.0,-5.033000E-09
10.0,-4.880000E-09
10.0,-5.013000E-09
10.0,-4.852000E-09
10.0,-4.970000E-09
10.0,-4.773000E-09
10.0,-4.860000E-09
10.0,-4.848000E-09
12.0,-5.772000E-09
12.0,-5.618000E-09
12.0,-5.714000E-09
12.0,-5.531000E-09
12.0,-5.661000E-09
12.0,-5.472000E-09
12.0,-5.617000E-09
12.0,-5.475000E-09
12.0,-5.589000E-09
12.0,-5.453000E-09
14.0,-6.429000E-09
14.0,-6.358000E-09
14.0,-6.395000E-09
14.0,-6.234000E-09
14.0,-6.396000E-09
14.0,-6.180000E-09
14.0,-6.351000E-09
14.0,-6.133000E-09
14.0,-6.228000E-09
14.0,-6.119000E-09
16.0,-7.162000E-09
16.0,-6.986000E-09
16.0,-7.123000E-09
16.0,-7.029000E-09
16.0,-6.896000E-09
16.0,-7.026000E-09
16.0,-6.987000E-09
16.0,-6.796000E-09
16.0,-6.969000E-09
16.0,-6.788000E-09
18.0,-7.722000E-09
18.0,-7.636000E-09
18.0,-7.673000E-09
18.0,-7.599000E-09
18.0,-7.668000E-09
18.0,-7.551000E-09
18.0,-7.661000E-09
18.0,-7.442000E-09
18.0,-7.589000E-09
18.0,-7.442000E-09
20.0,-8.348000E-09
20.0,-8.206000E-09
20.0,-8.363000E-09
20.0,-8.192000E-09
20.0,-8.279000E-09
20.0,-8.113000E-09
20.0,-8.259000E-09
20.0,-8.066000E-09
20.0,-8.221000E-09
20.0,-8.061000E-09
22.0,-8.819000E-09
22.0,-9.001000E-09
22.0,-8.788000E-09
22.0,-8.812000E-09
22.0,-8.920000E-09
22.0,-8.603000E-09
22.0,-8.992000E-09
22.0,-8.692000E-09
22.0,-8.765000E-09
22.0,-8.782000E-09
24.0,-9.489000E-09
24.0,-9.293000E-09
24.0,-9.537000E-09
24.0,-9.419000E-09
24.0,-9.456000E-09
24.0,-9.360000E-09
24.0,-9.446000E-09
24.0,-9.165000E-09
24.0,-9.239000E-09
24.0,-9.182000E-09
26.0,-1.000500E-08
26.0,-9.972000E-09
26.0,-9.829000E-09
26.0,-1.000500E-08
26.0,-9.755000E-09
26.0,-9.934000E-09
26.0,-9.782000E-09
26.0,-9.811000E-09
26.0,-9.902000E-09
26.0,-9.681000E-09
28.0,-1.069500E-08
28.0,-1.031100E-08
28.0,-1.055800E-08
28.0,-1.036600E-08
28.0,-1.032900E-08
28.0,-1.036300E-08
28.0,-1.037500E-08
28.0,-1.038200E-08
28.0,-1.024300E-08
28.0,-1.032200E-08
30.0,-1.093600E-08
30.0,-1.090200E-08
30.0,-1.107200E-08
30.0,-1.081000E-08
30.0,-1.088700E-08
30.0,-1.101600E-08
30.0,-1.078700E-08
30.0,-1.079800E-08
30.0,-1.061400E-08
30.0,-1.086900E-08
32.0,-1.156800E-08
32.0,-1.144200E-08
32.0,-1.138700E-08
32.0,-1.145500E-08
32.0,-1.139400E-08
32.0,-1.140800E-08
32.0,-1.120700E-08
32.0,-1.146200E-08
32.0,-1.101300E-08
32.0,-1.135200E-08
34.0,-1.176200E-08
34.0,-1.195100E-08
34.0,-1.185200E-08
34.0,-1.192400E-08
34.0,-1.171300E-08
34.0,-1.182000E-08
34.0,-1.160900E-08
34.0,-1.174600E-08
34.0,-1.162600E-08
34.0,-1.176400E-08
36.0,-1.260700E-08
36.0,-1.227000E-08
36.0,-1.228000E-08
36.0,-1.235100E-08
36.0,-1.220100E-08
36.0,-1.242600E-08
36.0,-1.207300E-08
36.0,-1.225000E-08
36.0,-1.196300E-08
36.0,-1.219100E-08
36.0,-1.201700E-08
36.0,-1.183700E-08
36.0,-1.187100E-08
36.0,-1.196500E-08
36.0,-1.195000E-08
36.0,-1.199500E-08
36.0,-1.176300E-08
36.0,-1.201500E-08
36.0,-1.165100E-08
36.0,-1.195400E-08
36.2,-1.164400E-08
36.2,-1.170500E-08
36.2,-1.154600E-08
36.2,-1.183300E-08
36.2,-1.166900E-08
36.2,-1.185100E-08
36.2,-1.170900E-08
36.2,-1.158700E-08
36.2,-1.164200E-08
36.2,-1.145500E-08
36.4,-1.169700E-08
36.4,-1.151000E-08
36.4,-1.164000E-08
36.4,-1.156600E-08
36.4,-1.174900E-08
36.4,-1.157000E-08
36.4,-1.166600E-08
36.4,-1.154100E-08
36.4,-1.170300E-08
36.4,-1.149100E-08
36.6,-1.175400E-08
36.6,-1.152000E-08
36.6,-1.164100E-08
36.6,-1.136200E-08
36.6,-1.158700E-08
36.6,-1.147000E-08
36.6,-1.163100E-08
36.6,-1.154500E-08
36.6,-1.158800E-08
36.6,-1.155300E-08
36.8,-1.135400E-08
36.8,-1.148700E-08
36.8,-1.164700E-08
36.8,-1.152100E-08
36.8,-1.162100E-08
36.8,-1.141700E-08
36.8,-1.162900E-08
36.8,-1.151900E-08
36.8,-1.157800E-08
36.8,-1.161700E-08
37.0,-1.156000E-08
37.0,-1.154100E-08
37.0,-1.161200E-08
37.0,-1.167400E-08
37.0,-1.140600E-08
37.0,-1.173300E-08
37.0,-1.150300E-08
37.0,-1.165600E-08
37.0,-1.142100E-08
37.0,-1.149500E-08
37.2,-1.158000E-08
37.2,-1.151900E-08
37.2,-1.150200E-08
37.2,-1.145600E-08
37.2,-1.167600E-08
37.2,-1.144500E-08
37.2,-1.161100E-08
37.2,-1.135100E-08
37.2,-1.152900E-08
37.2,-1.148200E-08
37.4,-1.155700E-08
37.4,-1.155600E-08
37.4,-1.144600E-08
37.4,-1.161900E-08
37.4,-1.154100E-08
37.4,-1.172200E-08
37.4,-1.137700E-08
37.4,-1.153800E-08
37.4,-1.140600E-08
37.4,-1.172800E-08
37.6,-1.156100E-08
37.6,-1.156200E-08
37.6,-1.160100E-08
