#2024-07-17 15:07:54.687752, Temp:  27.5°C, Humi: 60.1 %
Sourced_voltage,Channel_Current
-1.5,+7.786150E-04
-1.5,+7.786230E-04
-1.5,+7.786190E-04
-1.5,+7.786230E-04
-1.5,+7.786140E-04
-1.5,+7.786230E-04
-1.5,+7.786120E-04
-1.5,+7.786120E-04
-1.5,+7.786100E-04
-1.5,+7.786200E-04
-1.4,+6.951070E-04
-1.4,+6.951120E-04
-1.4,+6.951080E-04
-1.4,+6.951100E-04
-1.4,+6.951040E-04
-1.4,+6.951140E-04
-1.4,+6.951190E-04
-1.4,+6.951080E-04
-1.4,+6.951080E-04
-1.4,+6.951040E-04
-1.3,+6.119940E-04
-1.3,+6.119910E-04
-1.3,+6.119970E-04
-1.3,+6.119900E-04
-1.3,+6.119900E-04
-1.3,+6.119970E-04
-1.3,+6.119840E-04
-1.3,+6.120040E-04
-1.3,+6.119850E-04
-1.3,+6.119810E-04
-1.2,+5.293960E-04
-1.2,+5.294070E-04
-1.2,+5.294030E-04
-1.2,+5.293920E-04
-1.2,+5.293890E-04
-1.2,+5.293900E-04
-1.2,+5.293940E-04
-1.2,+5.293820E-04
-1.2,+5.293980E-04
-1.2,+5.293920E-04
-1.1,+4.474820E-04
-1.1,+4.474910E-04
-1.1,+4.474730E-04
-1.1,+4.474860E-04
-1.1,+4.474840E-04
-1.1,+4.474930E-04
-1.1,+4.474800E-04
-1.1,+4.474920E-04
-1.1,+4.474720E-04
-1.1,+4.474710E-04
-1.0,+3.665020E-04
-1.0,+3.664990E-04
-1.0,+3.665030E-04
-1.0,+3.664800E-04
-1.0,+3.664880E-04
-1.0,+3.665010E-04
-1.0,+3.664920E-04
-1.0,+3.664940E-04
-1.0,+3.664960E-04
-1.0,+3.665080E-04
-0.8999999999999999,+2.868200E-04
-0.8999999999999999,+2.868300E-04
-0.8999999999999999,+2.868260E-04
-0.8999999999999999,+2.868250E-04
-0.8999999999999999,+2.868210E-04
-0.8999999999999999,+2.868310E-04
-0.8999999999999999,+2.868230E-04
-0.8999999999999999,+2.868220E-04
-0.8999999999999999,+2.868240E-04
-0.8999999999999999,+2.868200E-04
-0.7999999999999999,+2.092150E-04
-0.7999999999999999,+2.092020E-04
-0.7999999999999999,+2.092140E-04
-0.7999999999999999,+2.092190E-04
-0.7999999999999999,+2.092080E-04
-0.7999999999999999,+2.092120E-04
-0.7999999999999999,+2.092150E-04
-0.7999999999999999,+2.092200E-04
-0.7999999999999999,+2.092240E-04
-0.7999999999999999,+2.092070E-04
-0.7,+1.351640E-04
-0.7,+1.351510E-04
-0.7,+1.351520E-04
-0.7,+1.351550E-04
-0.7,+1.351520E-04
-0.7,+1.351620E-04
-0.7,+1.351550E-04
-0.7,+1.351570E-04
-0.7,+1.351570E-04
-0.7,+1.351510E-04
-0.6,+6.816970E-05
-0.6,+6.825670E-05
-0.6,+6.824620E-05
-0.6,+6.824980E-05
-0.6,+6.825870E-05
-0.6,+6.825740E-05
-0.6,+6.824640E-05
-0.6,+6.826060E-05
-0.6,+6.825520E-05
-0.6,+6.824990E-05
-0.5,+1.872310E-05
-0.5,+1.873150E-05
-0.5,+1.873270E-05
-0.5,+1.873250E-05
-0.5,+1.873050E-05
-0.5,+1.873380E-05
