#2024-07-18 12:56:54.285254, Temp:  27.7°C, Humi: 51.3 %
Sourced_voltage,Channel_Current
-1.5,+7.779510E-04
-1.5,+7.779430E-04
-1.5,+7.779500E-04
-1.5,+7.779520E-04
-1.5,+7.779370E-04
-1.5,+7.779560E-04
-1.5,+7.779520E-04
-1.5,+7.779530E-04
-1.5,+7.779580E-04
-1.5,+7.779560E-04
-1.4,+6.945640E-04
-1.4,+6.945950E-04
-1.4,+6.945730E-04
-1.4,+6.945870E-04
-1.4,+6.945660E-04
-1.4,+6.945770E-04
-1.4,+6.945800E-04
-1.4,+6.945830E-04
-1.4,+6.945930E-04
-1.4,+6.945720E-04
-1.3,+6.115970E-04
-1.3,+6.116170E-04
-1.3,+6.115910E-04
-1.3,+6.116010E-04
-1.3,+6.116070E-04
-1.3,+6.116010E-04
-1.3,+6.116140E-04
-1.3,+6.115870E-04
-1.3,+6.116180E-04
-1.3,+6.115860E-04
-1.2,+5.291620E-04
-1.2,+5.291560E-04
-1.2,+5.291740E-04
-1.2,+5.291610E-04
-1.2,+5.291640E-04
-1.2,+5.291430E-04
-1.2,+5.291690E-04
-1.2,+5.291500E-04
-1.2,+5.291630E-04
-1.2,+5.291470E-04
-1.1,+4.474300E-04
-1.1,+4.474020E-04
-1.1,+4.474120E-04
-1.1,+4.474130E-04
-1.1,+4.474130E-04
-1.1,+4.474120E-04
-1.1,+4.474180E-04
-1.1,+4.474060E-04
-1.1,+4.474090E-04
-1.1,+4.474070E-04
-1.0,+3.666020E-04
-1.0,+3.666030E-04
-1.0,+3.666000E-04
-1.0,+3.665970E-04
-1.0,+3.665990E-04
-1.0,+3.665960E-04
-1.0,+3.665950E-04
-1.0,+3.665930E-04
-1.0,+3.665960E-04
-1.0,+3.666050E-04
-0.8999999999999999,+2.871260E-04
-0.8999999999999999,+2.871280E-04
-0.8999999999999999,+2.871300E-04
-0.8999999999999999,+2.871110E-04
-0.8999999999999999,+2.871290E-04
-0.8999999999999999,+2.871160E-04
-0.8999999999999999,+2.871160E-04
-0.8999999999999999,+2.871240E-04
-0.8999999999999999,+2.871150E-04
-0.8999999999999999,+2.871240E-04
-0.7999999999999999,+2.097480E-04
-0.7999999999999999,+2.097460E-04
-0.7999999999999999,+2.097400E-04
-0.7999999999999999,+2.097530E-04
-0.7999999999999999,+2.097390E-04
-0.7999999999999999,+2.097410E-04
-0.7999999999999999,+2.097360E-04
-0.7999999999999999,+2.097270E-04
-0.7999999999999999,+2.097470E-04
-0.7999999999999999,+2.097420E-04
-0.7,+1.359490E-04
-0.7,+1.359510E-04
-0.7,+1.359410E-04
-0.7,+1.359550E-04
-0.7,+1.359380E-04
-0.7,+1.359610E-04
-0.7,+1.359400E-04
-0.7,+1.359560E-04
-0.7,+1.359420E-04
-0.7,+1.359440E-04
-0.6,+6.923870E-05
-0.6,+6.930830E-05
-0.6,+6.932070E-05
-0.6,+6.931340E-05
-0.6,+6.931390E-05
-0.6,+6.932070E-05
-0.6,+6.930430E-05
-0.6,+6.932310E-05
-0.6,+6.930350E-05
-0.6,+6.930440E-05
-0.5,+1.986450E-05
-0.5,+1.987000E-05
-0.5,+1.986650E-05
-0.5,+1.987590E-05
-0.5,+1.986320E-05
-0.5,+1.987340E-05
-0.5,+1.986760E-05
-0.5,+1.987290E-05
-0.5,+1.987140E-05
-0.5,+1.987530E-05
-0.3999999999999999,+2.064640E-06
-0.3999999999999999,+2.064750E-06
-0.3999999999999999,+2.065010E-06
-0.3999999999999999,+2.064760E-06
-0.3999999999999999,+2.064610E-06
-0.3999999999999999,+2.065710E-06
-0.3999999999999999,+2.064100E-06
-0.3999999999999999,+2.064300E-06
-0.3999999999999999,+2.065250E-06
-0.3999999999999999,+2.064240E-06
-0.2999999999999998,+1.528260E-07
-0.2999999999999998,+1.529010E-07
-0.2999999999999998,+1.525020E-07
-0.2999999999999998,+1.529400E-07
-0.2999999999999998,+1.526750E-07
-0.2999999999999998,+1.528280E-07
-0.2999999999999998,+1.528050E-07
-0.2999999999999998,+1.526740E-07
-0.2999999999999998,+1.527900E-07
-0.2999999999999998,+1.528230E-07
-0.19999999999999996,+1.202900E-08
-0.19999999999999996,+1.220100E-08
-0.19999999999999996,+1.196500E-08
-0.19999999999999996,+1.210300E-08
-0.19999999999999996,+1.205000E-08
-0.19999999999999996,+1.204200E-08
-0.19999999999999996,+1.221400E-08
-0.19999999999999996,+1.199100E-08
-0.19999999999999996,+1.223000E-08
-0.19999999999999996,+1.195000E-08
-0.09999999999999987,+9.970000E-10
-0.09999999999999987,+7.460000E-10
-0.09999999999999987,+9.890000E-10
-0.09999999999999987,+8.710000E-10
-0.09999999999999987,+9.010000E-10
-0.09999999999999987,+9.090000E-10
-0.09999999999999987,+8.350000E-10
-0.09999999999999987,+8.510000E-10
-0.09999999999999987,+8.790000E-10
-0.09999999999999987,+7.880000E-10
0.0,-1.270000E-10
0.0,+2.600000E-11
0.0,-6.200000E-11
0.0,-3.900000E-11
0.0,-8.900000E-11
0.0,+2.500000E-11
0.0,-1.270000E-10
0.0,+7.100000E-11
0.0,-1.610000E-10
0.0,+9.100000E-11
0.0,+5.200000E-11
0.0,-1.110000E-10
0.0,+1.010000E-10
0.0,-7.500000E-11
0.0,+6.500000E-11
0.0,-1.610000E-10
0.0,+7.600000E-11
0.0,-1.770000E-10
0.0,+1.100000E-10
0.0,-1.400000E-10
2.0,-5.030000E-10
2.0,-5.280000E-10
2.0,-5.790000E-10
2.0,-5.880000E-10
2.0,-5.240000E-10
2.0,-6.610000E-10
2.0,-4.270000E-10
2.0,-6.610000E-10
2.0,-3.960000E-10
2.0,-6.150000E-10
4.0,-8.800000E-10
4.0,-6.720000E-10
4.0,-9.040000E-10
4.0,-6.570000E-10
4.0,-9.370000E-10
4.0,-6.520000E-10
4.0,-8.970000E-10
4.0,-7.380000E-10
4.0,-8.480000E-10
4.0,-8.350000E-10
6.0,-1.019000E-09
6.0,-9.230000E-10
6.0,-9.820000E-10
6.0,-9.880000E-10
6.0,-9.290000E-10
