#2024-07-18 16:45:52.512048, Temp:  28.2°C, Humi: 47.7 %
Sourced_voltage,Channel_Current
-1.5,+7.660410E-04
-1.5,+7.660360E-04
-1.5,+7.660360E-04
-1.5,+7.660420E-04
-1.5,+7.660350E-04
-1.5,+7.660460E-04
-1.5,+7.660350E-04
-1.5,+7.660550E-04
-1.5,+7.660450E-04
-1.5,+7.660520E-04
-1.4,+6.847140E-04
-1.4,+6.847320E-04
-1.4,+6.847250E-04
-1.4,+6.847210E-04
-1.4,+6.847200E-04
-1.4,+6.847220E-04
-1.4,+6.847170E-04
-1.4,+6.847240E-04
-1.4,+6.847330E-04
-1.4,+6.847310E-04
-1.3,+6.036910E-04
-1.3,+6.037150E-04
-1.3,+6.037010E-04
-1.3,+6.037030E-04
-1.3,+6.036960E-04
-1.3,+6.037040E-04
-1.3,+6.037070E-04
-1.3,+6.037150E-04
-1.3,+6.037060E-04
-1.3,+6.037040E-04
-1.2,+5.231200E-04
-1.2,+5.231200E-04
-1.2,+5.231400E-04
-1.2,+5.231250E-04
-1.2,+5.231220E-04
-1.2,+5.231230E-04
-1.2,+5.231230E-04
-1.2,+5.231190E-04
-1.2,+5.231250E-04
-1.2,+5.231130E-04
-1.1,+4.430880E-04
-1.1,+4.430820E-04
-1.1,+4.431020E-04
-1.1,+4.430730E-04
-1.1,+4.431000E-04
-1.1,+4.430840E-04
-1.1,+4.430960E-04
-1.1,+4.430840E-04
-1.1,+4.430890E-04
-1.1,+4.431010E-04
-1.0,+3.637810E-04
-1.0,+3.638050E-04
-1.0,+3.637920E-04
-1.0,+3.637870E-04
-1.0,+3.637790E-04
-1.0,+3.637960E-04
-1.0,+3.637790E-04
-1.0,+3.638010E-04
-1.0,+3.637720E-04
-1.0,+3.637900E-04
-0.8999999999999999,+2.855650E-04
-0.8999999999999999,+2.855490E-04
-0.8999999999999999,+2.855750E-04
-0.8999999999999999,+2.855480E-04
-0.8999999999999999,+2.855740E-04
-0.8999999999999999,+2.855530E-04
-0.8999999999999999,+2.855590E-04
-0.8999999999999999,+2.855710E-04
-0.8999999999999999,+2.855560E-04
-0.8999999999999999,+2.855670E-04
-0.7999999999999999,+2.090160E-04
-0.7999999999999999,+2.090140E-04
-0.7999999999999999,+2.090210E-04
-0.7999999999999999,+2.090220E-04
-0.7999999999999999,+2.090090E-04
-0.7999999999999999,+2.090180E-04
-0.7999999999999999,+2.090100E-04
-0.7999999999999999,+2.090260E-04
-0.7999999999999999,+2.090080E-04
-0.7999999999999999,+2.090170E-04
-0.7,+1.354000E-04
-0.7,+1.354150E-04
-0.7,+1.354010E-04
-0.7,+1.354130E-04
-0.7,+1.353980E-04
-0.7,+1.354050E-04
-0.7,+1.354010E-04
-0.7,+1.354160E-04
-0.7,+1.354040E-04
-0.7,+1.354080E-04
-0.6,+6.786680E-05
-0.6,+6.796570E-05
-0.6,+6.795860E-05
-0.6,+6.796420E-05
-0.6,+6.794810E-05
-0.6,+6.795560E-05
-0.6,+6.795960E-05
-0.6,+6.795960E-05
-0.6,+6.796150E-05
-0.6,+6.796370E-05
-0.5,+1.732140E-05
-0.5,+1.731650E-05
-0.5,+1.732130E-05
-0.5,+1.731720E-05
-0.5,+1.732510E-05
-0.5,+1.731880E-05
-0.5,+1.731780E-05
-0.5,+1.731870E-05
-0.5,+1.732030E-05
-0.5,+1.731990E-05
-0.3999999999999999,+1.331270E-06
-0.3999999999999999,+1.331280E-06
-0.3999999999999999,+1.331300E-06
-0.3999999999999999,+1.331090E-06
-0.3999999999999999,+1.331830E-06
-0.3999999999999999,+1.330480E-06
-0.3999999999999999,+1.331220E-06
-0.3999999999999999,+1.331100E-06
-0.3999999999999999,+1.330210E-06
-0.3999999999999999,+1.331100E-06
-0.2999999999999998,+8.117100E-08
-0.2999999999999998,+8.055700E-08
-0.2999999999999998,+8.027700E-08
-0.2999999999999998,+8.065100E-08
-0.2999999999999998,+8.033800E-08
-0.2999999999999998,+8.067100E-08
-0.2999999999999998,+8.044000E-08
-0.2999999999999998,+8.058100E-08
-0.2999999999999998,+8.054900E-08
-0.2999999999999998,+8.048200E-08
-0.19999999999999996,+4.556000E-09
-0.19999999999999996,+4.301000E-09
-0.19999999999999996,+4.554000E-09
-0.19999999999999996,+4.329000E-09
-0.19999999999999996,+4.511000E-09
-0.19999999999999996,+4.279000E-09
-0.19999999999999996,+4.518000E-09
-0.19999999999999996,+4.321000E-09
-0.19999999999999996,+4.382000E-09
-0.19999999999999996,+4.377000E-09
-0.09999999999999987,+1.660000E-10
-0.09999999999999987,+2.570000E-10
-0.09999999999999987,+1.420000E-10
-0.09999999999999987,+2.740000E-10
-0.09999999999999987,+1.040000E-10
-0.09999999999999987,+3.430000E-10
-0.09999999999999987,+1.270000E-10
-0.09999999999999987,+3.570000E-10
